,reviewer_review,reviewer_avg,reviewer_review_cnt,reviewer_review_score,reviewer_review_date,reviewer_id,diner_idx
1,알바생때매 기분 나쁘네요 왜 다들 리뷰에 알바생 이야기 적으신지 알겠어요,1.0,1,1.0,2023.11.09.,"뇽
브론즈 배지
레벨
2",770853617
2,"진짜 왠만해서 좋은 후기 쓰고 아님 귀찮아서 안쓰는데 굳이굳이 쓰는 이유는 딱히 브레이크 타임이라고 적혀있지도 않았고 1시에 점심 먹으러 갔는데 직원들이 식사하고 있었음.
근데 여자직원인지 알바생인지 손님 쳐다보지도 않으면서 싸가지없이 말하는거 보고 기분이 확상해서 나왔네요.
평상시 나름 자주이용하는 사람인데 과천점 단골 하나 잃으셨네요 홀에서 안먹으려구요^^",3.0,2,1.0,2023.09.15.,"ㅇㅇ
브론즈 배지
레벨
3",770853617
5,,4.0,1,4.0,2023.05.05.,"경이
브론즈 배지
레벨
2",770853617
6,"이전 과천엽떡은 진짜 다시는 가기는 싫게 불친절+위생최악+계란찜 안줌 이었는데,
새로 생긴 과천 엽떡은 같은 과천 엽떡이라고 할 수 없을정도로 친절하세요!!!♡
매장에서 먹는동안 장애가 있으신 분들이 오셨었는데 정말 제가 기분 좋을정도로 친절하게 대해주셨어요👍

친절할뿐만 아니라 맛도 있고, 저는 매장에서 먹었는데 계란찜도  주시고ㅠ.ㅠ 일단 매장이 깨끗합니다.
(※포장은 계란찜이 없었고, 저녁 8시 이후에 오신 분들은 매장식사가 안 돼서 아쉽게도 돌아가셨어용)
더보기",3.5,8,5.0,2023.04.29.,"묘심
브론즈 배지
레벨
10",770853617
0,"다
좋은데 
순대 잡내가 넘심해요
ㅠ
더보기",1.5,8,1.0,2023.11.25.,"아예파파
브론즈 배지
레벨
6",61353169
1,올때마다 배부르고 맛있게 먹습니다ㅎㅎ,5.0,57,5.0,2023.05.17.,"유진오
실버 배지
레벨
21",61353169
2,사장님도 친절하시고 정말 맛있어용👍👍👍👍,5.0,28,5.0,2023.05.16.,"혜원
실버 배지
레벨
13",61353169
7,"먹고싶은거 다 때려 박아서 넣고 배부르게 먹고 왔어요 언제나 먹어도 맛있는 국룰 떡볶이 청년다방

순한맛도 맵찔이한테는 좀 매콤해서 늘 순한맛으로 픽

감튀는 항상 사이드로 시켜먹는데 이번에 다른 걸로 먹어보자 하다가 결국 시켜서 소스까지 다 긁어먹음요ㅠㅠ

개인적으로 프랜차이드 떡볶이 많이 먹어봤는데 청년다방이 제일 맛있는 듯❤

밥 볶아 먹어보는게 내소원이었으나 배불러서 이번에도 실패 ㅠㅜㅜㅜㅜ 다음엔 진짜 볶아먹는다..
더보기",5.0,101,5.0,2023.05.16.,"정다빈
골드 배지
레벨
31",61353169
8,청년 다방 너무 맛있어요 불 맛도 많이 나고 양도 많고 맵게 먹으니 스트레스도 풀리고 넘 넘 좋아요❤️❤️,4.9,18,5.0,2023.05.05.,"맛집만 리뷰적는 해준맘🩵
실버 배지
레벨
12",61353169
9,포장해서 먹었는데 저녁에 불이꺼져있어서 순간 잘못찾은줄 알았어요 맛 양 좋은데 감자튀김이 위에는 괜찮은데 아래는 오래됬는지 기름에 쩔어서 위에꺼랑은 다르더라고요.. 그래도 오징어튀김이랑 떡볶이는 맛있어요!,2.5,156,3.0,2023.01.12.,"원슐랭가이드
골드 배지
레벨
36",61353169
10,매장도 깔끔하고 음식도 맛있어요^^,4.7,57,5.0,2021.11.18.,"미식한고독가
실버 배지
레벨
23",61353169
0,깨끗해서 좋아요 😀,3.9,9,5.0,2024.01.27.,"영
브론즈 배지
레벨
7",1511346732
1,김밥 떡볶이 맛남 + 튀김이 예술,4.7,28,5.0,2022.06.23.,"yeang_
실버 배지
레벨
20",1511346732
2,,4.9,175,5.0,2021.11.25.,"큐파
실버 배지
레벨
22",1511346732
0,지나가다 사먹었는데 맛있어서 또 찾아갈 예정입니다,5.0,1,5.0,2023.07.27.,"김경림
브론즈 배지
레벨
2",754848896
1,새우만두 맛있어요. 다른 것도 먹어보고 싶네요.,5.0,4,5.0,2022.07.20.,"judy
브론즈 배지
레벨
5",754848896
2,"진짜 아래 댓글 쓰신분 말대로 나이 좀 있는 남자분 너무 퉁명스럽고 주문하러 온 사람들한테 거의 싸우자는 말투로 이야기해서 괜히 주문했나 생각이 들었어요.
오픈한지 얼마 안되셔서 과천이 작고 외지인보다는 동네 장사인데 평이 금방 퍼지는걸 모르시는지. 차라리 싹싹한 알바 한명 고용하시는게 가게 매출에 도움이 더 될듯 싶네요. 저도 이제 거릅니다.",3.7,52,1.0,2022.02.25.,"TP
실버 배지
레벨
22",754848896
6,"만두의 맛은 좋기는 하나 과천주민으로서 오늘 처음 12:50 에 갔는데 사장님일 듯 한 남자 분이 김치만두를 받기도 전에 퉁명스럽게 """"카드결제부터 하세요""""라는 다소 큰소리의 말투에 기분이 나빠졌습니다.
앞으로는 별로 가고 싶지 않네요~현금으로 결제할 수도 있는데 미리 돈을 내는 것이 맞나요?",1.0,1,1.0,2022.02.23.,"장희권
브론즈 배지
레벨
2",754848896
7,경기지역화폐 가능,3.4,106,5.0,2022.02.05.,"🐅
실버 배지
레벨
27",754848896
8,,4.3,25,5.0,2022.01.20.,"온리맛오직맛
실버 배지
레벨
17",754848896
0,로제떡볶이 너무 맛있었어요~!,3.2,31,5.0,2023.10.15.,"KACE
실버 배지
레벨
18",1711404001
1,"떡볶이 존맛
커피도 1500원 개꿀",3.2,18,5.0,2023.10.08.,"js
브론즈 배지
레벨
9",1711404001
0,맛있어요~~~~,5.0,8,5.0,2023.05.20.,"찍찍아라
브론즈 배지
레벨
5",1539347118
1,,5.0,1,5.0,2023.05.09.,"hyunsook harrigan
브론즈 배지
레벨
2",1539347118
2,떡볶이만 맛있는 줄 알았는데 순대도 맛있네요,3.4,32,5.0,2022.03.23.,"...
실버 배지
레벨
15",1539347118
3,"가래떡 떡볶이, 순대+내장, 모듬튀김 주문했습니다~ 성인 둘이서 충분한 양이라 만족합니다. 순대  정말 먹고싶었는데 넘 맛있었어요!!! 그리고 떡볶이에 삶은 달걀 넣어주시는 센스^^* 

점심시간대였는데도 키오스크 주문하고 금방 포장되어 좋았어요. 저는 맵기 정도가 매콤달콤해서 좋았는데, 저희 남편 입맛에는 매워서 약간 아쉽다고 하네요. 
매운거 못드시는 분께서는 주문하실 때 짜장떡볶이나 다른 메뉴 고르시는것도 좋을거 같습니다.

아무쪼록 과천에 맛있는 분식집 들어와서 넘 좋아요. 오래오래 번창하시길 바라요  이상 내돈내산 포장주문 후기였습니다.
더보기",3.9,92,5.0,2022.03.17.,"웃는게 아님
골드 배지
레벨
31",1539347118
0,맛있어용.  위치가 여기였군용 ^^,4.8,53,5.0,2021.08.21.,"보나페티
실버 배지
레벨
11",6447025
0,여기 떡볶이가 주변에서 제일 맛있어요~,3.9,12,5.0,2023.03.27.,"boms
브론즈 배지
레벨
9",1911194739
0,꽉찬 만두~ 진짜 사먹는 만두 중에 제일 맛있는 것 같아요. 고기만두 김치만두 다 맛있어요. 떡볶이도 자극적이지 않고 맛있고 치즈김밥도 맛나요..,3.0,2,5.0,2023.10.13.,"솔직
브론즈 배지
레벨
3",18677298
1,"꽈배기랑 김밥 완전 맛있네요!!
떡볶이는 시장에서 파는 꾸덕한 밀떡볶이~
담엔 만두도 도전해볼게요",3.3,189,5.0,2022.08.03.,"까다로운쿼카
골드 배지
레벨
39",18677298
2,"속이 꽉찬 만두~~^^
과천에 맛난 만두집이 있어 참 좋네요~
게다가 꽈배기는 써비쓰로~~^^
늘 맛있게 잘 먹고 있네요~~~
더보기",4.8,48,5.0,2022.03.02.,"좋은
실버 배지
레벨
24",18677298
3,맛집,4.5,8,5.0,2021.12.31.,"오이오차
브론즈 배지
레벨
4",18677298
4,한결같은집~,4.5,20,5.0,2019.12.01.,"flyingnakji
실버 배지
레벨
11",18677298
5,,3.3,20,4.0,2019.08.24.,"짠쨔
브론즈 배지
레벨
7",18677298
0,여기 카드 안돼요,2.7,3,2.0,2022.08.26.,"롄이
브론즈 배지
레벨
4",21380945
1,칼국수 맛잇음~,4.5,4,5.0,2021.03.21.,"갬
브론즈 배지
레벨
3",21380945
2,어릴적이나 지금이나 맛있는데 최근에 못가봄.. 가고싶다,4.8,"1,098",5.0,2016.10.21.,"설문규
실버 배지
레벨
22",21380945
0,오뎅 저는 단골입니다,3.0,2,5.0,2023.11.21.,"이윤건
브론즈 배지
레벨
3",1623798788
0,너무좋음,5.0,3,5.0,2024.01.16.,"이건희
브론즈 배지
레벨
4",998664623
1,,5.0,1,5.0,2023.10.01.,"최이혁
브론즈 배지
레벨
1",998664623
0,도너츠6개사니 추가할인에 주차도 가능해요ㅎㅎ,4.9,175,5.0,2022.05.02.,"이민재
골드 배지
레벨
34",1440108807
1,집근처 던킨 생겨서 너무좋아요~일하는 분들도 매우친절합니다 어머니랑 자주 방문합니다♡,5.0,3,5.0,2021.05.16.,"주마등
브론즈 배지
레벨
4",1440108807
0,"빵도 맛있고 커피도 좋아요~
근데 항상 사람이 많아서 헛탕치는 경우도 종종~",3.5,8,3.0,2024.01.01.,"안형용
브론즈 배지
레벨
6",1411192153
1,"빵맛, 커피맛, 주차, 분위기 다 좋습니다

다만 콜벨 소리거 너무 크고 날카로워 손님이 꽉 차니 여기 저기서 울려 대화에 집중안되고 깜짝깜짝 놀라서 분위기 께지더라구요. 

콜벨을 진동으로 바꾸시면 더 쾌적할 거 같습니다!!!! 프리즈!!!!
더보기",4.0,1,4.0,2023.12.20.,"미정
브론즈 배지
레벨
2",1411192153
2,"빵도 직접 굽지만 맛있지는 않음
커피도 로스팅 한다지만 맛있지 않음
가격은 보통 빵집&커피숍의 딱 두배
대신 매장내부는 넓고 주차도 할만함
가격만 저렴했어도 욕은 안달렸을거 같은데
빵&커피 퀄리티에 비해 가격이 좀 너무함
더보기",3.0,2,2.0,2023.09.01.,"이인우
브론즈 배지
레벨
2",1411192153
0,"원없이 샤브야체 많이먹었습니다 야체 손질도 되어있고 칼국수, 마지막 죽 까지 너무 잘 먹었습니다. 관악산올때마다 들릴게요.",4.2,18,5.0,2024.02.14.,"임동예
실버 배지
레벨
13",1309281422
1,"와 진짜 가성비 갑인데여???
사장님도 너무 친절ㅠㅠ",3.8,379,5.0,2024.02.03.,"ej
골드 배지
레벨
34",1309281422
2,"주인분도 친절하신데 인당 9000원에 야채 무제한, 야채죽까지 먹을 수 있어서 진짜 좋네요… 보통 샤브샤브집이 2인부터 시작인데 여기는 1인도 가능합니다 (9500원)",3.5,24,5.0,2024.01.13.,"하루
실버 배지
레벨
22",1309281422
8,"채소도 신선하고 맛있고 사장님도 무지무지 친절하십니다
칼국수와 죽까지 다 너무 맛있어요~!!!
강추강추 드립니다!!!",5.0,6,5.0,2024.01.06.,"고고
브론즈 배지
레벨
5",1309281422
9,사장님 직원분들 모두 너무 좋으시네요~~ 흥하시기 바랍니다~~ 가성비가 아주 좋은 집입니다,4.2,117,5.0,2023.12.02.,"맛집평가단
실버 배지
레벨
28",1309281422
10,"사장님도 친절하시고 무한리필 채소도 신선하고ㅎㅎ
잘먹구 갑니다",3.7,13,5.0,2023.11.24.,"나무늘보
브론즈 배지
레벨
10",1309281422
11,"질 보다 양이 중요하신 분들께 추천,
고기는 질기고 양도 적으나 야채나 면, 죽으로 배불리 드시고 싶은 분들께 추천, 할아버지 할머님들이 좋아하시는지 그런 분들이 많으셨음.",2.0,5,2.0,2023.11.20.,"73957038
브론즈 배지
레벨
6",1309281422
12,뭐하나 불만족스럽지 않은곳! 가격착하고 재료신선하고 사장님친절하시고 맛도 있고 주차도 편하고.... 카카오맵에서 이식당 발견한게 저에겐 행운... 과천이라 집에서 조금 멀어도 찾아가서 먹습니다 사장님도 가격올릴수가없다고 제발 남기지만마시라고 하시던... 너무너무 추천합니다,3.4,19,5.0,2023.10.20.,"솔직후기
실버 배지
레벨
11",1309281422
18,맛있는 샤브를 좋은 가격에 잘 먹었어요!,4.6,10,5.0,2023.10.16.,"송창근
브론즈 배지
레벨
6",1309281422
19,"가족끼리 가서 맛있게 먹었습니다 
사장님이 너무 친절하세요
야채도 신선하고 다른 재료도 좋고 
맛이 아주 좋아요 
맛있게 먹었는데 가격도 저렴합니다
사진을 못 찍어서 아쉽네요
더보기",3.7,3,5.0,2023.10.12.,"chris
브론즈 배지
레벨
4",1309281422
20,샤브샤브 칼국수 너무 맛있게 먹었어요 가성비 뿐만 아니라 맛으로도 올 곳이에요 사장님도 엄청 친절하시네요👍강추,4.6,55,5.0,2023.08.07.,"피카소
실버 배지
레벨
20",1309281422
21,굳~~~,3.0,8,5.0,2023.07.09.,"Jake
브론즈 배지
레벨
5",1309281422
22,"맛 훌륭하고
사장님 친절 하시고
재료 신선해요
국수사리 맛있어요
가성비도 너무 좋습니다
맛있게 잘 믹었어요
죽은 백미에요
추천요
더보기",2.2,41,5.0,2023.06.18.,"폭력은 비폭력이다
실버 배지
레벨
20",1309281422
28,만족스러웠어요,3.9,7,5.0,2023.05.10.,"Hyunsik Harris Yang
브론즈 배지
레벨
6",1309281422
29,"사장님께서 무척 친절하셨습니다. 

샤브샤브 야채도 모두 신선했고, 과천에서 이 가격에?! 라는 생각이 들 정도로 가격이 무척 착했어요. 고기는 냉동 고기 정도의 퀄리티이지만 가격을 고려해야지요.

육수도 자극적이지 않고 맛있었어요. 
주차는 이마트 주차장에 주차하여서 잘 모르겠으나 이마트 주차장을 이용하시고 나중에 장 보고 나오기 편했습니다. 

좋은 사장님들께서 하시는 곳이니 잘 되실 것 같아요. 번창하시길 바랍니다 (:

객관적인 평가를 위해 별 네개를 주었으나 주관적으로 이 가격에 이 음식과 친절을 고려하여 별을 하나 더 넣어 다섯개를 주고 싶은 식당입니다.
더보기",3.8,20,4.0,2023.02.24.,"지금여기이순간
실버 배지
레벨
13",1309281422
30,"음식도 맛있고, 사장님도 많이 친절하십니다. 같이간 와이프가 체하니 사이다도 사비스로 주시네요. 맛있게 잘 먹고 갑니다. 과천가면 또 드릴께요.",1.8,13,5.0,2022.07.17.,"apocalypse
브론즈 배지
레벨
8",1309281422
31,맛 가격 친절까지 지상최고의 음식점.,3.0,2,5.0,2022.04.16.,"별로일때 짖는 강아지
브론즈 배지
레벨
2",1309281422
32,"맛있고 친절하십니다.
자주 갈 것 같아요!",4.4,154,5.0,2022.01.07.,"HRKim
골드 배지
레벨
31",1309281422
38,"신선하고 다양한 재료, 시원한 국물, 칼국수와 죽도 원하는 만큼 먹을 수 있는 진정 혜자로운 맛집입니다. 무한리필 원래 안좋아하는데 여긴 찐이예요. 사장님도 친절하시고 최고입니다!!",4.7,57,5.0,2022.01.04.,"미식한고독가
실버 배지
레벨
23",1309281422
39,다데기넣고 먹으면 또 별맛  칼국수 죽 완벽 콜라보,4.3,54,5.0,2022.01.01.,"ㅇㅁㅇ
실버 배지
레벨
21",1309281422
40,맛은 기본 사장님 친절함은 감동 두배,5.0,10,5.0,2021.11.20.,"이원진
브론즈 배지
레벨
8",1309281422
41,맛있어요. 만두랑 죽은 꼭드세요,3.3,12,5.0,2021.10.30.,"오느
브론즈 배지
레벨
10",1309281422
42,ㅠㅠ국물에서 저렴한맛 1도 안남 너무 맛있다. 가격 8천원 말도안돼,3.4,39,5.0,2021.08.19.,"노말러
실버 배지
레벨
18",1309281422
43,자주가는 샤브집.. 항상 너무 잘먹고 가요~,4.1,14,5.0,2021.07.04.,"NEW ERA
실버 배지
레벨
11",1309281422
44,,5.0,1,5.0,2021.05.07.,"홍석원
브론즈 배지
레벨
1",1309281422
45,이 가격에 이 구성은 그냥 감사....,5.0,1,5.0,2020.07.15.,"김순수
브론즈 배지
레벨
2",1309281422
0,샤브샤브는 진리입니다..,4.4,154,5.0,2024.01.16.,"HRKim
골드 배지
레벨
31",15098756
1,"적당히 맛있고, 양도 많고 !",3.5,348,3.0,2023.11.26.,"만춘
골드 배지
레벨
37",15098756
2,맛있지만 불친절,3.8,89,4.0,2023.10.13.,"할수있어
실버 배지
레벨
28",15098756
3,몆년째 매월 모임장소로 모두 만족하고 맛도 좋습니다. 야채 싱싱! 육수 담백시원! 고기도 신선! 점심특선 소스도 좋아요.,5.0,5,5.0,2023.09.28.,"김태완 율리아
브론즈 배지
레벨
4",15098756
4,맛있고 깔끔. 이 동네에서는 채선당 만한곳이 없는것 같다. 자주가는 중. 직원도 친절하던데~~,4.3,3,4.0,2022.05.10.,"둘이 함께~~
브론즈 배지
레벨
3",15098756
5,직원불친절 11시에갔는데 안에서 밥먹으면서 11시 10분부터니 그후에 오라고해서 들어가지도 못하고 그냥 나갔습니다. 6명이었는데 말이죠.그럼영업시간을 11시10분이라고 바꿔적으시죠,2.0,4,1.0,2021.11.22.,"빵요정
브론즈 배지
레벨
4",15098756
6,불친절,2.5,58,1.0,2021.10.28.,"주민
실버 배지
레벨
19",15098756
7,직원 불친절,3.0,2,1.0,2021.07.23.,"소연
브론즈 배지
레벨
2",15098756
8,과천에서 불친절로 넘버 쓰리에 들어감.,1.8,36,1.0,2021.04.03.,"뚝배기
실버 배지
레벨
15",15098756
9,직원불친절.다시는 가고싶지 않은 식당입니다!,1.0,1,1.0,2021.02.03.,"Yuni♥
브론즈 배지
레벨
2",15098756
10,"호박에 곰팡이가 솜뭉치처럼 피어있어서 그냥나왔어요
잘린 호박이라 나머지는 어딘가에 들어갔을텐데
끔찍하네요",3.5,20,1.0,2018.06.13.,"나
실버 배지
레벨
11",15098756
11,,3.5,149,4.0,2017.01.02.,"우우
실버 배지
레벨
11",15098756
12,,4.8,"1,098",4.0,2016.03.11.,"설문규
실버 배지
레벨
22",15098756
0,"주차 가능하고 양도 넉넉하고 맛있었음
직원분들 무지 친절하심",5.0,1,5.0,2024.01.06.,"또혀니
브론즈 배지
레벨
2",1759630995
1,,3.6,233,3.0,2023.07.23.,"맛집머법관
브론즈 배지
레벨
2",1759630995
2,"맛있지만 가격에 비해 양이아쉬워요
김치찌개가 진짜 맛있었어요",4.1,16,4.0,2022.10.07.,"씨솔
실버 배지
레벨
12",1759630995
0,,4.5,35,5.0,2023.12.26.,"inkkki
브론즈 배지
레벨
10",1224561564
1,존맛,4.0,41,5.0,2023.08.24.,"냠냠
실버 배지
레벨
18",1224561564
2,,4.8,5,5.0,2023.06.04.,"홀릭
브론즈 배지
레벨
1",1224561564
8,오 ㅁ친 대존맛,3.4,107,5.0,2022.08.10.,"확고
실버 배지
레벨
30",1224561564
9,존맛탱입니다ㅠㅠㅠㅠ 한우곱창이라 가격 좀 나가지만 소곱창은 이에요ㅠㅠㅠ 진짜숨은 맛집,2.3,3,5.0,2022.06.03.,"뜌두
브론즈 배지
레벨
7",1224561564
10,"한국 4대 곱창집 중 한곳이라는데 
그중에서도 최고가 아닐까합니다

인생 살면서 곱창을 딱히 입에 댈 기회가 없었는데
우연한 기회에 방문하면서 타지에서 1시간 넘게걸려와서 종종 먹고가곤한답니다^^

맛있는건 당연하고, 다른 고깃집•곱창집과 달리
손님이 굽는게 아닌 메뉴 시킴과 동시에 먹기 좋게 구워주세요(저같이 못굽는 사람들에게는 너무 좋아요)

특히, 종업원분들인가(?) 너무 친절해서 먹기에도 편하게 잘먹고갑니다. 

누가 곱창 맛집을 물어본다면
주저않고 추천드립니다.

5점 만점이어서
10점을 줄수가 없네요;
더보기",3.3,7,5.0,2022.01.16.,"방랑자
브론즈 배지
레벨
10",1224561564
11,,5.0,1,5.0,2020.03.23.,"쮼
브론즈 배지
레벨
1",1224561564
12,"맛도그저 그렇고 가게 규모에 비해서 일하시는분이 없어서
술도 셀프 반찬도 셀프로 가져다 먹었네요",1.0,5,1.0,2020.01.01.,"미미
브론즈 배지
레벨
5",1224561564
14,,5.0,10,5.0,2018.10.20.,"고사리
브론즈 배지
레벨
9",1224561564
0,"1인분 포장주문해서 먹었습니다.
기본맛도 매콤매콤한게 너무 마음에 들어요!
동네 이런곳이 있는줄 몰랐네요!
자주 이용하겠습니다~! 마늘이나 마요소스 등 적게 제공되는 편이라 따로 넉넉히달라고 요청드려야할꺼같아요!
더보기",4.6,43,5.0,2022.06.01.,"씩
실버 배지
레벨
21",1505156661
1,"사장님….
맛은 괜찮은데요
중짜 (3인분, 36처넌) 시켰는데 양이 너무 적네요
음식장사는 푸짐해야죠~
양 늘려주시면 평점 팍팍 올리겠음다!! ㅋㅋ
더보기",4.4,20,3.0,2022.03.06.,"partia
실버 배지
레벨
11",1505156661
0,,2.3,18,1.0,2023.04.14.,"Hector
브론즈 배지
레벨
5",934284872
1,,5.0,2,5.0,2023.02.01.,"방가연
브론즈 배지
레벨
2",934284872
2,"족발을 정말 좋아하는 사람입니당!!
오리지날이랑 불족발 두가지 포장해서 먹었는데 양도 완전 푸짐하고 탱글탱글한 식감에 냄새도 안나고 맛있어서 놀랐어요.
부모님이랑 같이 먹었는데 양이 많아서 다음날까지 먹었어요. 식어도 맛있더라구용!!!
오리지널이랑 불족발 둘다 맛있어서 한가지만 추천할 수 없네용,,, 
족발야시장 최고!! 앞으로 여기서만 먹으려구여
더보기",5.0,1,5.0,2023.01.26.,"두둥딱
브론즈 배지
레벨
1",934284872
7,"평소에도 족발을 좋아해서 자주 시켜먹는데, 여기는 매장이 깔끔하고 맛도 훌륭해서 앞으로도 종종 갈 것 같습니다. 특히 불족발이 맛있더군요ㅎㅎ",5.0,1,5.0,2023.01.25.,"루루
브론즈 배지
레벨
2",934284872
8,,3.5,11,5.0,2023.01.22.,"추추
브론즈 배지
레벨
10",934284872
9,,5.0,2,5.0,2023.01.21.,"에일린
브론즈 배지
레벨
1",934284872
10,,3.9,7,1.0,2023.01.09.,"dk
브론즈 배지
레벨
2",934284872
0,생삼겹 푸짐하게 주시고 다맛있어요,3.3,12,5.0,2021.04.03.,"오느
브론즈 배지
레벨
10",9383915
0,"그럭저럭 괜찮습니다. 저는 해물된장찌개보리비빔밥먹었습니다. 가격은 여기에 정보와 다르네요. 만원입니다. 
아무래도 거의다 물가가 올랐으니까 이해해야죠.
그래도 이정도면 가성비에 잘먹었다고 생각합니다.",2.8,15,4.0,2023.12.12.,"에지
브론즈 배지
레벨
9",10368090
1,한방 오리백숙 국물이 끝내줍니다.,4.8,26,5.0,2023.03.18.,"베타카로틴
실버 배지
레벨
11",10368090
2,솥밥에 반찬만 먹어도 진짜 꿀맛. 거기에 감자전까지 맛있는.,3.5,6,5.0,2022.01.30.,"즐겨찾기용
브론즈 배지
레벨
6",10368090
3,"나물 반찬 개깔끔, 감자전 왕 맛나요.",3.1,22,5.0,2021.12.26.,"맛집못알
실버 배지
레벨
18",10368090
4,너무너무 맛있네요!,4.6,25,5.0,2021.04.13.,"포포
실버 배지
레벨
13",10368090
5,음식 깔끔합니다!! 사장님이 매우 친절하시고 시원하게 먹었습니다,5.0,2,5.0,2020.06.13.,"이동성
브론즈 배지
레벨
3",10368090
0,모든식당통틀어서.처음리뷰.하네요. 맛있습닏.ㅏ,5.0,1,5.0,2024.01.16.,"도토리
브론즈 배지
레벨
2",8699106
1,맛은 있는데 가격이 과하게 비쌈,3.1,49,3.0,2023.12.06.,"슬레이다노스
실버 배지
레벨
18",8699106
2,몇년째 포장해서 먹고 있는데 가격은 너무 오르고 같이 주시던 김치 종류는 줄어서 좀 슬퍼요ㅠㅠ옛날에는 곰탕 포장하면 갓김치도 주셨었는데...그리고 깍두기 맛이 매번 다르고 어쩔 때는 못 먹을 정도로 맛 없어요. 하지만 꼬리곰탕은 진짜 맛있긴 해요,3.6,33,3.0,2023.12.05.,"초코바
실버 배지
레벨
19",8699106
0,,3.0,2,5.0,2024.01.23.,"허정범
브론즈 배지
레벨
2",1444425976
1,"곤드레 나물밥에 생선 구이가 함께 나와서 영양적으로도 좋고, 주차도 편합니다.",5.0,6,5.0,2023.12.26.,"현광순 안젤라
브론즈 배지
레벨
4",1444425976
2,,4.8,5,5.0,2023.07.21.,"미니미니
브론즈 배지
레벨
4",1444425976
0,나도 줄을 설만큼 잘하는 식당 좀 가보고 싶다!,2.3,9,2.0,2023.09.25.,"우주소년2
브론즈 배지
레벨
6",1419149086
1,돈 아까움.. 과천 진짜 맛집없다. ㅠㅠㅠ,2.3,4,2.0,2023.08.06.,"독고구검
브론즈 배지
레벨
3",1419149086
2,"가격을 낮추어서 팔면 경재력 있을듯
평범한 맛과 질",2.3,99,4.0,2023.07.26.,"네
실버 배지
레벨
27",1419149086
8,"..사장님.. 솔직히 친절하시고 위치도 청결도 너무 좋은데 한가지 아쉬운 점.ㅠㅠ

초밥들이 가격에 비해 맛이 없고, 비려요.ㅠ
질이 좋지않아 두번은 안가고 싶은 마음입니다.
더보기",3.0,62,2.0,2023.06.24.,"o
실버 배지
레벨
20",1419149086
9,,4.7,25,5.0,2023.05.12.,"먀므
실버 배지
레벨
13",1419149086
10,"회덮밥이 깔끔합니다.

초밥맛은 평범한편이고, 구성이 유부 계란초밥 포함인데 우동 샐러드같은게 없네요.",3.8,516,4.0,2023.02.05.,"shawn
골드 배지
레벨
49",1419149086
11,,4.5,16,5.0,2023.01.24.,"nuts
브론즈 배지
레벨
5",1419149086
12,계절메뉴로 방어사시미 먹었는데 잘 숙성된 회를 부위별로 먹을 수 있어 좋았습니다. 회가 살살 녹아요! 콜키지 프리라 원하는 주류와 함께 즐길 수 있어요.,4.7,57,5.0,2022.11.11.,"미식한고독가
실버 배지
레벨
23",1419149086
13,회는 싱싱합니다. 넘 차지 않구요. 단지 초밥에 샐러드라도 가볍게 곁들여 제공해주면 훨씬 좋을듯요. 채소 없이 초밥만 먹으니 아싑네요. 또는 우동 작은거 공기로 사이드 주면 더욱 좋구요.,3.2,10,3.0,2022.09.30.,"고방오리
브론즈 배지
레벨
9",1419149086
0,오랫동안 다닌곳인데 항상 같은 품질 유지해주셔서 믿을수 있어요.,4.8,17,5.0,2023.06.19.,".
브론즈 배지
레벨
8",387288968
1,항상 맛있게 먹어요,3.3,17,5.0,2021.12.20.,"냉철한 미식가
실버 배지
레벨
15",387288968
2,맛이 최고에요 푸짐하고,5.0,2,5.0,2021.10.05.,"이동준2
브론즈 배지
레벨
3",387288968
5,좀 잘 합시다. 맛도 양도 전부...ㅠ,1.8,36,1.0,2021.04.03.,"뚝배기
실버 배지
레벨
15",387288968
6,"양파는 그날 그날 새거 써줘야할거같은데, 썰어놓고 하루 이상 지난거 쓰면 이렇게 냄새가 납니다 양파에서. 가성비 갑이라고 해서 시켜본건데, 맛도 걍 그렇고 양 많은거 치고 먹을게 없음. 앞으로 안시킬듯.",3.5,141,1.0,2019.11.17.,"주차마스터
골드 배지
레벨
33",387288968
0,맛은 아주 평범해요~~~ 굳이 다신 안 갈것 같은 맛이긴하지만 맛없진 않아요. 그보다도 직원분들이.. 상당히 자유분방한 느낌이십니다. 홀 손님테이블에 앉아서 다리꼬고 핸드폰 하시구요.. 홀음악소리 들리지않게 주방에서 따로 가요틀고 들으시면서 노래 따라 부르면서 떠드셔요.. 주방에 계신 분이 중간에 패딩입고 나가셨는데 담배피나 오신걸수도 있겠네요.. 직원들끼리 수다떠는 소리랑 노래소리에 체하듯이 먹고왔습니다.,1.5,22,1.0,2024.02.06.,".
실버 배지
레벨
12",238452988
1,매장도 깨끗하고 직원들도 칰절하고 무엇보다 여기서 돈카츠 한번 먹으면 다른데서 돈카츠 못먹게 됨,3.0,2,5.0,2023.12.11.,"ojh
브론즈 배지
레벨
4",238452988
2,"마제소바 맛있고 냉모밀도 맛있네요! 돈까스, 새우튀김도 바삭하고 좋았습니다",3.8,42,5.0,2023.09.09.,"느낀그대로
실버 배지
레벨
16",238452988
0,,3.4,106,4.0,2023.11.29.,"🐅
실버 배지
레벨
27",27383440
